Nom;Nombre
TISSIER ;22
BACH ;96
VERGER ;49
JEAN ;40
DIDIER ;43
LECLERCQ ;83
MOUTON ;88
LEGROS ;73
REDON ;3
JOSEPH ;14
JEANNIN ;77
GUYON ;63
PAGE ;75
DEMANGE ;52
HUARD ;74
OUVRARD ;36
LEDUC ;59
TECHER ;16
LAVAL ;42
LANDRY ;82
CHAPUIS ;70
GROSS ;82
DUPONT ;18
BENARD ;49
LAFFONT ;31
CHAPUIS ;11
VIVIER ;20
LABBE ;99
VIGOUROUX ;69
GARCIN ;48
BONTEMPS ;81
GIRAULT ;79
ABADIE ;51
LABORDE ;76
FAYE ;56
STEPHAN ;52
MOREAU ;17
CHARRON ;4
PERRON ;17
GERARD ;65
LEGROS ;9
VILLENEUVE ;31
BERNARD ;69
LANGLOIS ;22
MARY ;6
CAZENAVE ;97
LEMAITRE ;82
PUECH ;29
PICHON ;70
PEYRE ;42
REGNIER ;30
ROSSI ;92
VALETTE ;44
REYNAUD ;49
PIERRON ;73
BERTHE ;68
MOINE ;42
DIAZ ;54
LESUEUR ;70
GICQUEL ;13
RIVET ;73
VIAL ;10
BOULAY ;2
FRITSCH ;24
ROCHER ;81
ROQUES ;83
GUILLOU ;67
RAYNAL ;50
LAINE ;99
BONNIN ;3
ALBERT ;20
PINEL ;42
LAPEYRE ;23
GUILLOUX ;42
PETITJEAN ;44
ROLLAND ;13
LAROCHE ;7
OLIVE ;22
BONIN ;67
KLEIN ;24
OLIVIER ;63
GENTY ;23
AUVRAY ;24
BELLET ;80
REBOUL ;98
GROS ;41
DUPRE ;21
BOURDIN ;45
BINET ;60
BERGER ;42
FAVRE ;73
FABRE ;9
DELAHAYE ;74
PHILIPPE ;100
CHARRIER ;33
ALVES ;24
MARTY ;53
PERROT ;17
JANVIER ;45
COUDERC ;35
MARION ;90
LECLERC ;34
AUGE ;52
CHAUVEAU ;37
HOFFMANN ;87
ROLLET ;19
PETER ;18
CAMUS ;50
LECONTE ;8
DELCOURT ;71
GUY ;91
HOARAU ;13
BERTHET ;15
MAYER ;32
SOULIE ;21
MARIE ;82
MAILLARD ;6
FOULON ;44
ROMAIN ;71
LOISEAU ;43
GONTHIER ;99
BOUDET ;26
LEJEUNE ;89
CHARRIER ;25
BOUILLON ;4
FAVIER ;72
BAYLE ;44
PAQUET ;74
TAVERNIER ;15
HAMELIN ;18
CARPENTIER ;1
HARDY ;87
AUBRY ;100
LAHAYE ;46
LEBAS ;52
DURET ;3
BELLET ;52
MARTIN ;1
RAFFIN ;34
LETELLIER ;10
GUY ;23
BEGUE ;66
SIMONET ;26
VALETTE ;83
LEGAY ;11
MAZET ;65
GUILBERT ;68
MARCHAND ;75
RENOU ;48
GRAS ;100
LACOMBE ;44
DUPUIS ;27
BASTIDE ;65
OLIVE ;93
GUITTON ;70
ANDRE ;44
LESUEUR ;89
REMY ;83
BLIN ;73
LE BERRE ;51
LAPORTE ;11
DUPUY ;8
PONS ;28
MICHAUX ;65
HAMEL ;90
OLIVIER ;41
COLLIGNON ;15
LELOUP ;4
MARTEAU ;47
SAUVAGE ;88
HUMBERT ;27
MAURIN ;81
LE GALL ;44
SICARD ;85
LAVAUD ;79
HERAULT ;17
MERLET ;24
MORIN ;44
CHARLET ;71
PRUVOST ;81
FERRIER ;70
VIALA ;97
COUTANT ;64
LEDUC ;25
DARRAS ;27
LEBON ;33
LE GAL ;70
BACH ;2
VERGER ;38
PICOT ;1
LALANDE ;94
RICARD ;66
FRITSCH ;64
WALTER ;70
MAILLOT ;81
TELLIER ;87
NICOLAS ;68
MILLET ;73
LETELLIER ;28
BERTIN ;16
GILLET ;66
NICOLLE ;19
JULLIEN ;72
GEFFROY ;29
BOSC ;10
MARIE ;26
BLANCHET ;37
LASSERRE ;17
COHEN ;75
ROGER ;7
FROMENT ;5
ROGER ;74
ROUGIER ;12
DROUET ;69
LALANNE ;28
COLLIN ;86
CASTEL ;3
GALLAND ;40
MERCIER ;0
ROCHER ;29
MOUNIER ;87
LAMY ;50
PINEAU ;70
JACOB ;96
HOFFMANN ;95
FAYE ;19
PERNOT ;41
MEYER ;48
RIO ;87
BEAUMONT ;69
COULON ;25
MARC ;77
PINEAU ;31
DOUCET ;100
MONNET ;49
THEVENIN ;69
JARDIN ;94
DUBOIS ;78
ROLLET ;67
BOURGUIGNON ;24
RENAULT ;12
SAUNIER ;6
GALLAND ;97
COSTA ;16
VERRIER ;2
DELCOURT ;14
MIGNOT ;6
MAGNIN ;99
THOMAS ;86
PASCAL ;77
GERARD ;48
LAGARDE ;96
RIVIERE ;89
LE GALL ;95
DUCROCQ ;14
JACQUET ;79
GIBERT ;75
ROCHER ;56
RAYMOND ;46
BEAUVAIS ;8
GUILLOUX ;67
LEGRAND ;88
BOIS ;74
COCHET ;82
DUFOUR ;62
CHRISTOPHE ;20
GUY ;89
PICARD ;48
DA SILVA ;87
CHARLOT ;1
FREY ;79
BEAUFILS ;54
PEYRE ;57
DIDIER ;74
CORNU ;6
GIRAUD ;96
LEGROS ;74
MALLET ;77
VIALA ;4
MORIN ;5
PONS ;27
MILLET ;88
GAUDIN ;79
JACQUOT ;57
PUECH ;66
BORDES ;58
LOISEAU ;76
ANTOINE ;28
BARDIN ;98
GIRARD ;17
BOUCHER ;54
TARDY ;61
DENIS ;83
BONNAUD ;94
GUYOT ;40
CLAUDE ;66
GARREAU ;41
BOUTET ;16
SARRAZIN ;34
GARREAU ;46
LANGLET ;25
TISSIER ;71
RIOU ;68
JEAN ;99
ROUGIER ;2
LEMAIRE ;53
DEVILLE ;31
ZIMMERMANN ;7
VERRIER ;70
GRANGER ;68
ANDRE ;97
PELTIER ;41
PEPIN ;94
BASSET ;18
PROUST ;67
WALTER ;88
VIARD ;64
LAMOUR ;99
BESNIER ;70
CORNU ;24
SORIN ;81
COSTA ;77
PEREIRA ;10
ROUX ;15
CONSTANTIN ;51
BOUTET ;78
PICARD ;99
MOULIN ;28
THUILLIER ;86
DIOT ;69
PARMENTIER ;64
FERRIER ;50
COUSIN ;17
DUBUS ;86
WALTER ;89
LACOSTE ;99
JACQUES ;58
VIGIER ;33
LOISEAU ;51
SAUNIER ;81
FOUCAULT ;89
LECLERCQ ;85
COULON ;99
PICHON ;80
JOUVE ;26
VIGOUROUX ;56
CORNET ;20
MILLET ;37
PIOT ;23
DARRAS ;63
LEFEVRE ;95
HERNANDEZ ;76
BOULET ;30
MUNIER ;34
RAGOT ;89
JAMES ;28
LEDUC ;43
MAILLET ;86
LEPAGE ;96
TURPIN ;20
LASSERRE ;9
DUPONT ;23
BENOIST ;38
SAVARY ;73
TISSERAND ;73
THIEBAUT ;62
BERGER ;82
CASANOVA ;4
BLANDIN ;13
DERRIEN ;58
LEGAY ;18
LECLERE ;13
GUYOT ;61
CARRE ;98
CHRETIEN ;67
VALENTIN ;41
BARRE ;52
PRUDHOMME ;44
CARLIER ;12
CLAUDE ;37
PICHON ;53
TOUTAIN ;99
ROCHE ;52
MARTINEZ ;80
GRANIER ;86
MOINE ;51
MAHE ;88
MULLER ;15
CHARLOT ;62
PARENT ;69
VERDIER ;38
GRANGE ;39
BAUDRY ;78
MOUNIER ;86
DELMAS ;37
ANDRE ;18
JOSSE ;21
DELAMARE ;2
GUITTON ;3
SOULARD ;8
LAPIERRE ;24
LOUIS ;17
COHEN ;8
LEROY ;11
CHERON ;1
GUYOT ;53
MICHON ;66
CAILLAUD ;20
GEFFROY ;62
BELLEC ;25
PUJOL ;94
DUPIN ;74
ROUSSEL ;40
BOUCHARD ;17
AVRIL ;87
BECKER ;94
BAILLET ;24
GALLAND ;59
HOFFMANN ;5
BOUILLON ;34
LE ROY ;4
JOLY ;73
BOUILLON ;16
BAILLET ;14
MARTINEZ ;59
POULET ;1
DEMANGE ;14
NEVEU ;41
RAYMOND ;27
VARIN ;0
LEDUC ;64
LEBLOND ;56
ABADIE ;51
LEFORT ;97
BOUDET ;44
SCHMITT ;41
SIMON ;81
LEPAGE ;87
MAUREL ;24
LEDOUX ;8
GARNIER ;46
GARCIA ;95
KLEIN ;4
JOSSE ;81
LE MEUR ;47
DA SILVA ;85
ROBERT ;20
BILLARD ;51
MARTIN ;25
BAYLE ;44
BOIVIN ;78
CLAUDE ;24
DORE ;76
LABAT ;98
LOPES ;54
THIBAULT ;84
POUGET ;37
DORE ;56
THIERY ;1
LELOUP ;53
LACAZE ;78
BILLARD ;59
DOS SANTOS ;67
ROUGIER ;14
FOREST ;75
PAIN ;29
BAUDET ;22
CHERON ;3
BOYER ;29
GICQUEL ;23
RENAUDIN ;100
DAVID ;34
MANGIN ;60
BRUNEAU ;100
OUVRARD ;25
MARTINS ;53
LAPIERRE ;25
COSTA ;77
SENECHAL ;40
DUPUY ;9
HONORE ;31
LALANNE ;36
BUISSON ;94
COUSIN ;34
FOULON ;67
LASSALLE ;65
MAILLARD ;51
REY ;17
DORE ;58
HUET ;93
PICHOT ;98
GAILLARD ;52
LEBLANC ;34
LEPINE ;48
PEPIN ;40
BOISSON ;63
DELAGE ;75
FOURNIER ;29
COLLIN ;4
CROS ;90
GOUPIL ;27
LE BERRE ;95
TORRES ;51
COULON ;39
ROBINET ;94
MOREL ;82
CLERC ;6
GUILLOUX ;58
CHEVALIER ;52
LEBAS ;88
FOULON ;79
MARQUES ;4
LELONG ;0
MARIN ;95
BERTHIER ;40
BONIN ;41
VACHER ;66
CHEVALIER ;93
FERRARI ;93
LIENARD ;64
GILLOT ;12
BILLET ;53
GALLET ;71
ALBERT ;86
CLAVERIE ;12
MORENO ;17
LEFRANCOIS ;68
BRUNEAU ;58
CONTE ;48
MARION ;58
SOULIE ;71
MERLIN ;14
BESNIER ;94
BORDES ;29
MUNIER ;62
TEYSSIER ;30
CUNY ;71
GRANGER ;34
PICHARD ;66
DORE ;63
JOUBERT ;73
BECK ;48
JACQUEMIN ;58
BERTHE ;24
MACE ;20
MAUGER ;95
NGUYEN ;97
HOAREAU ;94
WOLFF ;69
HEBERT ;11
LECOQ ;82
DUBOURG ;43
ROLLIN ;71
DELORME ;38
SERRE ;78
DELAMARE ;79
SABATIER ;63
TROUVE ;16
GUILLAUME ;9
CHEVALLIER ;3
MARCHAL ;23
LECLERC ;1
JOSEPH ;15
JARRY ;25
LE GALL ;94
MATHIS ;36
HOARAU ;58
SOULARD ;4
BARON ;3
SANCHEZ ;97
TISSERAND ;53
MOREL ;5
POMMIER ;26
BRUNEL ;75
BARRIERE ;89
ANDRIEUX ;71
RIGAL ;50
VILLAIN ;23
COLLET ;29
BRUYERE ;40
LECLERE ;64
COSTES ;51
TEXIER ;13
GUILLARD ;75
CHRISTOPHE ;12
VIGIER ;30
LAGARDE ;82
PETITJEAN ;78
BARBIER ;84
LEGER ;73
VILLETTE ;95
MAGNIN ;13
CARRE ;23
LACOUR ;10
LE BIHAN ;91
ROUSSET ;75
MAS ;31
PORTIER ;6
FERRY ;23
FAYOLLE ;67
RAYNAUD ;27
GEORGES ;33
LAMY ;40
THEVENET ;44
DEVOS ;6
CHARBONNIER ;94
MICHAUX ;1
LE GOFF ;53
PASCAL ;6
ROCHER ;81
TROUVE ;99
LELONG ;41
GUICHARD ;41
BRETON ;34
RAULT ;97
PAGES ;70
MALET ;50
TISSIER ;93
MAS ;45
MOINE ;29
MORAND ;94
AUGE ;14
PICHOT ;59
DESCHAMPS ;0
LEGER ;3
ROCHER ;76
MAILLOT ;23
VAILLANT ;49
JOLY ;27
CHAPELLE ;30
MORET ;23
JULIEN ;59
PERON ;85
DUJARDIN ;77
GUILLOUX ;9
DELCOURT ;26
BOUCHET ;7
BOULANGER ;62
FORESTIER ;48
CONTE ;30
CORRE ;56
GUILLOUX ;10
POIROT ;39
LELOUP ;20
BASTIDE ;99
FERNANDEZ ;67
BOISSON ;15
CHARLOT ;45
LAMARQUE ;52
BISSON ;79
LAUNAY ;40
LALANDE ;86
OLLIER ;77
PICARD ;49
FONTAINE ;30
PICHARD ;64
BOUYER ;15
PETER ;56
DEVILLERS ;93
DIDIER ;50
COUDERT ;47
PARENT ;22
MICHAUX ;34
ROUGIER ;40
HOARAU ;33
BARREAU ;70
FAVRE ;14
MEYER ;3
POULET ;58
SCHMITT ;9
BRUNEAU ;81
LEFEBVRE ;85
CHAPELLE ;74
JOLIVET ;20
MORIN ;54
PERROT ;66
CARTON ;61
GEORGE ;3
GUILLOU ;23
WOLFF ;92
LASSERRE ;85
DEMANGE ;84
MICHEL ;97
VARLET ;76
GUILLOUX ;20
LALLEMENT ;16
MERCIER ;57
BOIVIN ;25
LELIEVRE ;20
LE MEUR ;72
KOCH ;14
MANCEAU ;63
LEON ;55
MAYER ;74
BRAULT ;37
LAFFONT ;40
BENOIST ;84
VIAL ;98
ESNAULT ;18
MONNIER ;70
ROUSSEAU ;24
GUILLOUX ;35
PEREZ ;69
TESSIER ;89
BLANC ;52
GEFFROY ;99
CHATELAIN ;28
LAVERGNE ;53
GAILLARD ;97
PAPIN ;63
GRANIER ;23
MILLET ;0
JANIN ;36
MEUNIER ;37
ANDRIEUX ;71
FORT ;90
MORENO ;78
THIERRY ;6
BOURGEOIS ;96
CLAUDEL ;82
CHARRON ;54
CORNU ;82
BERTHE ;51
TARDY ;21
METAYER ;62
LE GOFF ;43
MAURICE ;63
DUBOST ;41
BARBIER ;76
ARNOULD ;41
CHERON ;75
PEREZ ;24
TURPIN ;27
MARQUES ;36
BRUNO ;62
BERNARD ;55
BESNARD ;91
MARQUES ;67
BIDAULT ;82
JACOB ;86
ALLARD ;42
THEVENET ;38
FOUQUET ;9
ROYER ;86
CARTON ;70
BEAU ;30
BOURDON ;80
CHARRON ;99
CHARDON ;23
SALAUN ;69
JARDIN ;28
WEBER ;42
DROUIN ;72
MARIE ;91
COLLARD ;68
DEJEAN ;66
KOCH ;55
MORIN ;84
RAYMOND ;81
CHARPENTIER ;59
DELORME ;13
JACQUET ;53
LAFONT ;65
TIXIER ;99
RICARD ;52
DEMANGE ;70
VIARD ;64
DUBOS ;28
CALVET ;14
CAPRON ;11
VERDIER ;87
MAZET ;13
FONTAINE ;20
JANIN ;68
VOISIN ;79
DUPUIS ;43
HONORE ;75
MAILLET ;12
MARTY ;4
BESNIER ;51
JOUAN ;95
BOISSON ;33
CHAUVEAU ;72
IMBERT ;30
OUVRARD ;83
NGUYEN ;20
WALTER ;20
GUIBERT ;75
LEFRANCOIS ;1
CONTE ;97
DROUIN ;99
DELPECH ;54
LEFRANCOIS ;60
DA SILVA ;25
BOULANGER ;82
OLIVIER ;75
NGUYEN ;1
CAILLET ;27
BRIERE ;18
SARRAZIN ;38
NORMAND ;80
MARCHAL ;87
COUTANT ;40
CHARRON ;81
GUILLEMOT ;84
VARIN ;14
ROTH ;31
BOSC ;5
CHEVALIER ;89
LELEU ;60
AUGER ;89
MASSE ;87
MAILLET ;39
DUPONT ;27
PINSON ;72
CHRETIEN ;91
SALLE ;93
RONDEAU ;24
LACOUR ;81
RAFFIN ;35
LOISEAU ;32
LANDRY ;95
ARNOULD ;42
BON ;14
ROCHER ;4
MILLOT ;74
RIVIERE ;82
PINTO ;33
ZIMMERMANN ;30
BACHELET ;79
LAPEYRE ;3
JOURDAN ;81
FOREST ;45
LECONTE ;74
TEYSSIER ;91
RIBEIRO ;17
HAMON ;84
PELISSIER ;67
LEONARD ;22
JARRY ;64
MARY ;82
PEPIN ;18
CHABERT ;87
RIOU ;61
PASQUIER ;74
FISCHER ;88
GOBERT ;51
GUERY ;30
RAGOT ;76
MORAND ;55
RIGAUD ;34
PICHARD ;95
LIENARD ;95
SCHWARTZ ;7
PIERRE ;24
DUMOULIN ;33
CHARTIER ;8
GUYOT ;83
COLLIGNON ;40
LAFOND ;91
GEORGE ;47
METAYER ;39
PARISOT ;5
BROCHARD ;19
CORNU ;83
RONDEAU ;64
BASTIDE ;81
BARDIN ;37
CHAMPION ;25
LACOUR ;31
GERVAIS ;93
DUBOURG ;5
NEDELEC ;49
BARRIERE ;21
LE FLOCH ;70
MATHIEU ;11
LAVERGNE ;30
ROUSSEAU ;51
MAURICE ;5
JULIEN ;98
MAUREL ;52
HUBERT ;59
BASTIDE ;28
BLANCHARD ;83
PERROT ;66
DEMAY ;5
DA SILVA ;66
MORET ;72
MOREL ;94
ARMAND ;97
BOURGEOIS ;62
LEVY ;20
PAQUET ;64
GUILLET ;18
LANG ;83
COURTIN ;72
SIMONNET ;68
LEMAIRE ;70
MARIE ;9
BAPTISTE ;100
BOURBON ;23
THIBAULT ;79
GOUPIL ;93
BENARD ;41
LACOMBE ;93
SALLES ;91
CAMUS ;40
DURET ;79
COUDERT ;92
LABBE ;7
DURIEZ ;53
DEJEAN ;94
GRAND ;15
VIAL ;55
VERNET ;54
BARREAU ;68
CASANOVA ;9
BLANCHET ;2
BARTHE ;36
TERRIER ;66
HUET ;20
LAPIERRE ;92
PEPIN ;12
STEPHAN ;21
SAVARY ;61
SEGUIN ;94
LE ROUX ;20
ROLAND ;96
GOUJON ;5
FOURNIER ;17
GILLET ;23
MONIER ;29
THIBAULT ;26
BONNOT ;35
CHRETIEN ;42
COUTANT ;26
RUIZ ;100
LECLERCQ ;35
BECK ;3
MARTIN ;47
BERGER ;18
BOURDON ;57
DEJEAN ;53
COLLIN ;9
MARCEL ;31
DOUCET ;76
PETIT ;90
REDON ;5
LE CORRE ;94
BONNARD ;4
BARBE ;28
TEXIER ;98
RIGAL ;19
RENAUDIN ;60
GODARD ;4
BOULANGER ;57
MORENO ;27
CHEVALIER ;32
LAGRANGE ;29
BIDAULT ;57
CHAMPION ;61
BARTHE ;73
BASSET ;70
LAURET ;91
MERLIN ;50
LAFFONT ;24
BLONDEAU ;32
LACOUR ;81
PINEAU ;71
GONCALVES ;0
JAOUEN ;64
DARRAS ;36
GAUTHIER ;82
PROST ;0
LABBE ;70
FUCHS ;53
GRAS ;12
PAQUET ;54
JEANNE ;33
BOIS ;83
DURIEUX ;52
LARCHER ;77
CHABERT ;54
LELONG ;20
SCHNEIDER ;50
CAILLAUD ;71
SICARD ;37
BONHOMME ;37
TOUSSAINT ;57
CHRETIEN ;21
PAUL ;98
BARBIER ;30
BOUCHARD ;11
PUECH ;5
GUILLEMOT ;58
CONSTANTIN ;13
MAHE ;83
CARRERE ;19
GRANDJEAN ;25
ROSE ;26
JAMES ;9
FORTIN ;9
LEMAIRE ;46
MARTEL ;44
HERNANDEZ ;71
BARBE ;69
FORT ;83
TAVERNIER ;80
LE BRUN ;37
GASNIER ;24
CHARBONNIER ;70
CHOLLET ;21
CASTEL ;98
PIOT ;58
AUGE ;94
POISSON ;92
GUEGUEN ;64
FAVRE ;5
CHAPELLE ;72
VILLENEUVE ;57
MIQUEL ;20
LEGENDRE ;93
ALIX ;82
HEMERY ;86
BLONDEL ;17
LAMBERT ;90
PICHON ;72
LE BRAS ;62
JEAN ;80
DANIEL ;43
MARY ;99
SALAUN ;65
LE BRIS ;86
GUYARD ;62
MOREL ;95
PARISOT ;55
NICOLAS ;55
VIDAL ;32
CARRERE ;22
JAMET ;60
KIEFFER ;26
CARDON ;67
GIL ;54
ROTH ;39
LENOIR ;69
ROCHER ;30
BARDIN ;92
LEBON ;14
BESSE ;48
VIAL ;83
GODIN ;23
MEUNIER ;21
SIMONNET ;38
JOLY ;46
MORICE ;12
COHEN ;14
LECONTE ;48
HONORE ;54
HERNANDEZ ;87
BAYLE ;38
SIMONIN ;7
ROSE ;49
CASANOVA ;60
FROMENT ;56
HONORE ;92
GOBERT ;12
LOPEZ ;12
PASQUIER ;67
ABADIE ;33
BLONDEL ;93
RIO ;74
DA COSTA ;80
COUTANT ;63
BAZIN ;69
GABRIEL ;49
GROSJEAN ;80
GUILBAUD ;8
CARRIERE ;23
DUCROCQ ;53
SABATIER ;4
LE BORGNE ;54
BOUR ;11
DELAHAYE ;82
THUILLIER ;18
VARLET ;94
CASTEL ;52
CARIOU ;93
GIL ;63
GABRIEL ;38
GENIN ;10
POTIER ;51
THEBAULT ;78
BEAUVAIS ;55
FERNANDES ;59
JOSEPH ;3
SARRAZIN ;5
MARTINEAU ;52
PAPIN ;9
PICOT ;54
MARQUET ;99
HUMBERT ;48
CHIRON ;95
BAUDOUIN ;78
ROGER ;91
GAULTIER ;41
BARTHELEMY ;44
BOUR ;51
BLANDIN ;41
PHILIPPE ;26
LEGRAND ;56
RAMBAUD ;54
MOREL ;38
OUVRARD ;79
BECK ;7
SCHWARTZ ;55
HARDY ;60
GIRAULT ;24
CHAPELLE ;13
BISSON ;94
BAILLET ;27
COURTOIS ;45
ROUSSEL ;100
LEPAGE ;84
BARTHELEMY ;92
WOLFF ;35
GOSSELIN ;80
BOUQUET ;13
GUILLOU ;35
LE MEUR ;38
MANCEAU ;99
DEMANGE ;21
GRIMAUD ;84
PAILLARD ;62
JEANNIN ;10
BARRET ;71
VIAL ;59
ZIMMERMANN ;29
PARENT ;39
LEDOUX ;57
PONS ;31
AUFFRET ;2
LAGARDE ;59
JEGOU ;53
BEAUFILS ;45
GUIGNARD ;70
GODEFROY ;25
LIENARD ;99
CHARBONNIER ;80
GUYON ;62
BARTHE ;92
BAPTISTE ;4
CHOQUET ;23
MARIE ;54
MARECHAL ;84
PEYRE ;45
TORRES ;68
FAUCHER ;31
BLANCHET ;51
GUILLOU ;86
GICQUEL ;73
GREGOIRE ;50
LE BORGNE ;73
JAOUEN ;8
MARTINS ;65
COLLARD ;80
DELARUE ;66
GONZALEZ ;37
CHEVALIER ;59
GRENIER ;6
FEVRIER ;94
LEVEQUE ;82
CHARRON ;13
BERAUD;89
CARTON ;13
NICOLLE ;69
DEVAUX ;60
DROUET ;80
DUBOS ;31
GERARD ;12
SCHWARTZ ;22
LANG ;16
MALET ;67
VALENTIN ;77
COLLET ;30
LALLEMENT ;84
MAIRE ;8
MARTY ;35
GARCIA ;46
CORDIER ;80
VOISIN ;47
ADAM ;7
JEGOU ;84
DORE ;65
FLEURY ;30
CLAVERIE ;55
JUNG ;95
THEVENET ;51
MORIN ;48
BASTIDE ;87
ROCHER ;58
BOUDET ;72
BARREAU ;85
ROUSSET ;86
JAN ;39
DUJARDIN ;51
DELAGE ;84
GALLAND ;12
COUSIN ;6
CHARRIER ;71
RENAULT ;74
COMBE ;30
FLAMENT ;4
MAGNIER ;72
GROSS ;10
BARTHE ;89
CHARTON ;47
SEGUIN ;64
ANDRIEUX ;29
DAVID ;65
DUMAS ;87
TISSIER ;51
GUYARD ;24
SOULARD ;14
BASTIDE ;0
DUCHESNE ;29
VIARD ;49
GICQUEL ;34
BOUTET ;69
CLERC ;89
LOPEZ ;100
FOURCADE ;6
BOURBON ;96
BLONDEAU ;25
JOUVE ;92
GONTHIER ;40
REGNIER ;35
BONNET ;18
BESSON ;83
BOURBON ;59
LEONARD ;90
LEBON ;92
DUPONT ;98
BONNET ;2
BATAILLE ;65
DURIEUX ;32
ROBINET ;54
BARTHE ;99
SERGENT ;58
BARBIER ;35
DUHAMEL ;42
JULLIEN ;2
LEMAITRE ;22
GIRARD ;84
PERRON ;16
LEMAITRE ;9
DIJOUX ;36
ROTH ;80
CHOQUET ;96
BERGER ;7
PRAT ;1
LAPLACE ;66
CONSTANT ;31
BONNAUD ;18
COLLIGNON ;55
GUIGNARD ;100
LANDRY ;17
BILLARD ;69
MOINE ;57
BERTHIER ;12
VIARD ;11
MATHIEU ;30
FAURE ;26
LEROY ;52
CHAPUIS ;38
DUPRE ;34
BOUCHET ;38
MAGNE ;44
MICHELET ;76
CROUZET ;96
LEON ;28
PEREZ ;81
MALLET ;38
ARMAND ;74
BESNIER ;41
MANGIN ;10
JAMET ;99
OLIVIER ;75
GERMAIN ;78
SAVARY ;15
MAHE ;25
CORNU ;73
MONTEIL ;93
BONNAUD ;5
BENOIT ;86
GODEFROY ;69
CARON ;60
DELAPORTE ;61
PELLETIER ;39
DELAGE ;76
COLIN ;76
LHOMME ;25
GUILLEMIN ;38
CELLIER ;68
PREVOT ;63
FOURNIER ;97
PAQUET ;4
BABIN ;71
JACQUET ;85
LELOUP ;17
FREY ;68
JULIEN ;50
JACQUEMIN ;10
HOAREAU ;69
GREGOIRE ;8
VIGNERON ;6
GUILLOUX ;75
RIOU ;55
JOURDAN ;100
HUGUET ;41
PIERRON ;92
CHAUVIN ;11
BOUQUET ;91
TISSIER ;94
CORRE ;41
PERRIN ;62
DUPRAT ;22
LAGRANGE ;43
BECK ;28
PELLETIER ;85
LESUEUR ;21
ROLAND ;15
LEGRAND ;69
ANDRIEUX ;34
BOUSQUET ;57
JOSSE ;59
REMOND ;84
DUCHENE ;92
VERRIER ;4
BRAULT ;45
MAGNE ;0
LARUE ;17
LAVAUD ;12
RENAULT ;85
MAZET ;23
DUPUIS ;38
BENOIT ;75
CORNU ;53
GREGOIRE ;3
SAMSON ;56
LECOCQ ;1
CROUZET ;78
DAVID ;86
MORICE ;84
BELLEC ;13
DELARUE ;5
NEDELEC ;77
LELOUP ;39
ANDRIEUX ;10
JARDIN ;63
VIGOUROUX ;87
FLEURY ;81
LE GALL ;44
BONIN ;14
VERGNE ;52
FRITSCH ;38
LEGENDRE ;0
TORRES ;3
MARQUES ;0
LEBRETON ;43
VAILLANT ;89
MARQUET ;42
BOUR ;35
THEBAULT ;47
LECLERC ;17
HOFFMANN ;27
LOUIS ;3
VINCENT ;85
LECERF ;76
IMBERT ;100
PAGE ;0
CROS ;79
PAQUET ;33
TISON ;18
NICOLLE ;0
DUPUY ;65
ROUXEL ;81
MAURICE ;17
LECOMTE ;20
LE BORGNE ;95
LAURENT ;80
SENECHAL ;16
DUCHEMIN ;94
LARCHER ;72
GAUTIER ;54
THEVENET ;85
MANCEAU ;4
SANCHEZ ;65
RENAUDIN ;83
BERTON ;87
LACAZE ;11
BAUDOUIN ;94
BAILLY ;79
ROSE ;57
DELORME ;94
VOISIN ;5
JANIN ;59
RIGAUD ;54
MAURIN ;27
GARCIN ;51
TISSIER ;18
AUBRY ;15
ALEXANDRE ;15
BERGER ;90
LEBRETON ;38
DERRIEN ;88
ROTH ;20
PIERRON ;31
CARON ;35
CLERC ;77
CHEVALIER ;9
MEYER ;69
BOURGUIGNON ;28
BROUSSE ;53
LATOUR ;23
QUENTIN ;73
TERRIER ;85
LACOUR ;11
MURAT ;69
MORIN ;82
RIOU ;47
BRIAND ;60
BRUN ;45
GRIMAUD ;10
CHABERT ;40
ROYER ;33
DEVILLE ;39
TESSIER ;5
MARQUET ;60
LAMOUR ;33
LEGROS ;28
DROUIN ;43
LEBON ;62
RIOU ;86
GROSJEAN ;68
AMIOT ;90
GOUJON ;75
JEANNIN ;31
MARAIS ;91
GONTHIER ;94
ROUSSEAU ;17
ARNOUX ;86
LACOUR ;15
GERARD ;52
LELOUP ;96
ALLARD ;20
COLLET ;78
CARDON ;1
LEBRETON ;21
BOUQUET ;48
BEAUVAIS ;5
CHATELAIN ;86
RIGAL ;5
MAURICE ;75
VINCENT ;57
VERDIER ;64
GIRARD ;24
MIQUEL ;25
GASNIER ;3
RONDEAU ;7
COCHET ;74
FABRE ;18
BARREAU ;52
MURAT ;76
TARDY ;37
GRENIER ;31
ROLAND ;3
BARDIN ;60
LOPES ;74
BARRET ;66
DERRIEN ;99
TELLIER ;66
POTTIER ;88
BARRAUD ;73
THIERY ;67
BAUD ;35
CASTEL ;69
DUPRE ;53
GALLET ;48
SOULIER ;20
GODEFROY ;52
BERNIER ;20
LUCAS ;4
VERRIER ;2
LANGLAIS ;63
COUTANT ;86
ROLLIN ;91
LACOMBE ;91
GAUBERT ;12
JANVIER ;53
ROBERT ;63
DESCAMPS ;54
BAUD ;64
LOMBARD ;2
LEGRAND ;98
DUPONT ;14
HUMBERT ;99
DUBUS ;45
JOSEPH ;78
BOSSARD ;50
BELLET ;13
GILLET ;65
SAULNIER ;26
IMBERT ;52
SIMONNET ;66
